system   I             system.c:245  al_install_system                [   0.00040] Allegro version: 5.1.12 (WIP)
display  D   display_settings.c:202  debug_display_settings           [   0.32831] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32833] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32834] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32835] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32836] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32838] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32839] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32842] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32843] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32844] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32846] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32848] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32849] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32851] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32852] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32853] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32854] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32856] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32857] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32860] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32861] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32863] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32865] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32867] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32868] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32869] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32871] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32872] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32873] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32875] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32876] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32877] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32878] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32880] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32881] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32883] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32885] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32886] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32888] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32889] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32891] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32893] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32894] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32896] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32898] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32899] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32900] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32902] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32903] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32904] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32906] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32907] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32908] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32911] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32912] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32914] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32915] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32917] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32919] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32920] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32921] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32923] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32924] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32925] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32927] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32928] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32929] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32931] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32932] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32933] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32935] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32937] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.32945] Trying format 0.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.33006] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.33009] Normal window.
d3d      I         d3d_disp.cpp:779  d3d_create_device                [   0.34182] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:837  d3d_create_device                [   0.38026] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:845  d3d_create_device                [   0.38029] Success
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.38032] Resumed after wait.
d3d      I         d3d_disp.cpp:1726 d3d_create_display_internals     [   0.38038] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1757 d3d_create_display_internals     [   0.38041] Returning d3d_display: 009F4D00
d3d      D         d3d_disp.cpp:1782 d3d_create_display_locked        [   0.38044] al_display=009F4D00
d3d      D         d3d_disp.cpp:1783 d3d_create_display_locked        [   0.38046] al_display->vt=009F4C20
system   D            wsystem.c:674  maybe_parent_dir                 [   0.38060] Also searching E:\school\EGP-410\GameAI\steering\
system   D            wsystem.c:724  _al_win_safe_load_library        [   0.38071] PathFindOnPath found: C:\Windows\system32\d3dx9_43.dll
system   D            wsystem.c:635  load_library_at_path             [   0.38073] Calling LoadLibrary C:\Windows\system32\d3dx9_43.dll
system   I            wsystem.c:638  load_library_at_path             [   0.41024] Loaded C:\Windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.41029] Module "d3dx9_43.dll" loaded.
audio-dsound D           dsound.cpp:258  _dsound_open                     [   0.41130] Loading DirectSound module
system   D            wsystem.c:674  maybe_parent_dir                 [   0.41142] Also searching E:\school\EGP-410\GameAI\steering\
system   D            wsystem.c:724  _al_win_safe_load_library        [   0.41157] PathFindOnPath found: C:\Windows\system32\dsound.dll
system   D            wsystem.c:635  load_library_at_path             [   0.41158] Calling LoadLibrary C:\Windows\system32\dsound.dll
system   I            wsystem.c:638  load_library_at_path             [   0.41681] Loaded C:\Windows\system32\dsound.dll
audio-dsound I           dsound.cpp:275  _dsound_open                     [   0.41687] Starting DirectSound...
audio-dsound D           dsound.cpp:285  _dsound_open                     [   0.50339] DirectSoundCreate8 succeeded
audio    I              audio.c:347  do_install_audio                 [   0.50462] Using DirectSound driver
audio-dsound D           dsound.cpp:320  _dsound_allocate_voice           [   0.50467] Allocating voice
audio-dsound D           dsound.cpp:379  _dsound_allocate_voice           [   0.50469] Allocated voice
dtor     D               dtor.c:184  _al_register_destructor          [   0.50470] added dtor for object 05C1FB90, func 0F0D2563
dtor     D               dtor.c:184  _al_register_destructor          [   0.50472] added dtor for object 05C2EAC8, func 0F0D2A31
audio-dsound D           dsound.cpp:476  _dsound_start_voice              [   0.50474] Starting voice
audio-dsound D           dsound.cpp:504  _dsound_start_voice              [   0.50475] CreateSoundBuffer
audio-dsound D           dsound.cpp:513  _dsound_start_voice              [   0.50565] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:519  _dsound_start_voice              [   0.50568] Starting _dsound_update thread
audio-dsound I           dsound.cpp:529  _dsound_start_voice              [   0.50595] Voice started
dtor     D               dtor.c:184  _al_register_destructor          [   0.50598] added dtor for object 05C2E660, func 0F0D4AC5
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.50602] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.50603] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.50604] 
font     D                ttf.c:847  al_load_ttf_font_stretch_f       [   0.50652] Font cour.ttf loaded with pixel size 0 x 20.
font     D                ttf.c:849  al_load_ttf_font_stretch_f       [   0.50654]     ascent=17.0, descent=-6.0, height=23.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.50656] added dtor for object 05C379A0, func 0F0D1AA0
wav      I                wav.c:107  wav_open                         [   0.50673] Ignoring chunk: fact
dtor     D               dtor.c:184  _al_register_destructor          [   0.50676] added dtor for object 05C2F5F8, func 0F0D3F6C
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.50701] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.50702] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.50704] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.50705] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.50707] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.50708] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.50709] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.50711] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.50712] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.50713] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.50714] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.50716] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.50717] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.50827] added dtor for object 05C4C6B8, func 0F0D41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.51694] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.51697] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.61952] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.61955] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.61956] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.61958] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.61959] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.61960] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.61961] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.61962] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.61963] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.61965] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.61966] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.61967] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.61968] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.61992] added dtor for object 05C61320, func 0F0D41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.62266] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.62269] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.62311] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.62313] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.62315] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.62316] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.62317] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.62318] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.62319] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.62320] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.62321] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.62323] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.62324] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.62325] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.62327] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.62340] added dtor for object 05C60AB0, func 0F0D41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.62399] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.62401] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:184  _al_register_destructor          [   0.62431] added dtor for object 05C607E0, func 0F0D41E2
dtor     D               dtor.c:184  _al_register_destructor          [   0.62438] added dtor for object 05C61488, func 0F0D41E2
dtor     D               dtor.c:184  _al_register_destructor          [   0.62443] added dtor for object 05C60C18, func 0F0D41E2
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.62612] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.62616] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.62618] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.62619] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.62621] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.62623] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.62625] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.62627] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.62628] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.62630] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.62632] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.62634] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.62635] Chose bitmap format 9
font     D                ttf.c:225  alloc_glyph_region               [   0.62674] Glyph 19: 11x15 (12x16)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.63142] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.63145] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.63163] Glyph 29: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.63192] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.63194] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.63351] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.63354] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.63404] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.63407] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.63415] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.63417] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.63430] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.63432] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.98043] Glyph 21: 10x15 (12x16)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.98339] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.98344] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.98378] Glyph 22: 10x15 (12x16)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.98434] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.98439] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.98467] Glyph 25: 12x15 (12x16)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.98521] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.98525] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.98561] Glyph 26: 10x15 (12x16)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.98624] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.98629] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.98729] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.98734] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.99302] Glyph 24: 10x15 (12x16)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.99378] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.99385] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.99421] Glyph 23: 10x15 (12x16)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.99483] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.99488] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.99518] Glyph 20: 10x16 (12x16)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.99575] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.99579] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.99674] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.99679] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.09314] Glyph 28: 11x15 (12x16)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.09368] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.09372] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.09465] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.09469] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.12687] Glyph 27: 9x15 (12x16)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.12743] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.12747] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.12835] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.12841] _al_d3d_sync_bitmap (video) ref count == 1
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [  11.48823] destroying display 009F4D00 (current 00000000)
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  11.49094] converting display bitmap 05C60948 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  11.49129] added dtor for object 05C60D80, func 0F0D41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.49201] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.49210] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  11.49247] removed dtor for object 05C60D80
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  11.49436] converting display bitmap 05C60AB0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  11.49453] added dtor for object 05C60D80, func 0F0D41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.49495] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.49506] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  11.49529] removed dtor for object 05C60D80
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  11.49707] converting display bitmap 05C61320 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  11.49718] added dtor for object 05C615F0, func 0F0D41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.49764] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.49773] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  11.49792] removed dtor for object 05C615F0
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  11.49927] converting display bitmap 05C4C6B8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  11.50240] added dtor for object 05C615F0, func 0F0D41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.50374] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.50382] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  11.50576] removed dtor for object 05C615F0
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [  11.51017] waiting for display 009F4D00's thread to end
d3d      I         d3d_disp.cpp:1551 d3d_display_thread_proc          [  11.53581] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [  11.53624] removed dtor for object 05C4C6B8
dtor     D               dtor.c:214  _al_unregister_destructor        [  11.53731] removed dtor for object 05C61320
dtor     D               dtor.c:214  _al_unregister_destructor        [  11.53745] removed dtor for object 05C60AB0
dtor     D               dtor.c:214  _al_unregister_destructor        [  11.53786] removed dtor for object 05C2F5F8
dtor     D               dtor.c:214  _al_unregister_destructor        [  11.53792] removed dtor for object 05C379A0
dtor     D               dtor.c:214  _al_unregister_destructor        [  11.53814] removed dtor for object 05C2E660
dtor     D               dtor.c:214  _al_unregister_destructor        [  11.53819] removed dtor for object 05C2EAC8
audio-dsound D           dsound.cpp:539  _dsound_stop_voice               [  11.53822] Stopping voice
audio-dsound D           dsound.cpp:556  _dsound_stop_voice               [  11.53826] Joining thread
